Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Power,Processor Family,Processor,Proc. Frequency,System Family,System Model,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
300,Wright-Patterson Air Force Base/DoD ASC,SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",United States,2003,2048,11814.0,13107.0,494592,0,0.0,Intel IA-64,Intel IA-64 Itanium 2,1600,SGI Altix,SGI Altix 3700 Bx2,Linux,MPP,Research,Not Specified,NUMAlink,NUMAlink,North America,Americas
301,Systemat Services,Hewlett-Packard,"Cluster Platform 3000 BL680c, Xeon 73xx 2.4 Ghz, GigabitEth",Belgium,2008,2192,11801.5,24641.3,0,0,0.0,Intel EM64T,Intel EM64T Xeon 73xx (Tigerton),2400,HP Cluster Platform 3000BL,Cluster Platform 3000 BL680c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
302,Microsoft Windows HPC Group,Dell,"PowerEdge 1955, 1.86 GHz, Cisco Infiniband, Windows OS",United States,2007,2048,11750.0,15237.1,471040,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,Dell PowerEdge Cluster,PowerEdge 1955,Windows Compute Cluster Server 2003,Cluster,Industry,Software,Infiniband,Infiniband SDR,North America,Americas
303,Software,IBM,"xSeries x3550 Cluster Xeon, 2.333 GHz, GigEthernet",United States,2008,2376,11725.3,22172.8,0,0,217.4,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Software,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
304,Argonne National Laboratory,IBM,Blue Gene/P Solution,United States,2008,4096,11710.0,13926.4,466943,0,31.5,Power,PowerPC 450,850,IBM BlueGene,BlueGene/P,CNK/SLES 9,MPP,Research,Research,Proprietary,Proprietary,North America,Americas
305,Dublin Institute for Advanced Studies/ICHEC,IBM,Blue Gene/P Solution,Ireland,2008,4096,11710.0,13926.4,466943,0,31.5,Power,PowerPC 450,850,IBM BlueGene,BlueGene/P,CNK/SLES 9,MPP,Research,Not Specified,Proprietary,Proprietary,Northern Europe,Europe
306,Science and Technology Facilities Council - Daresbury Laboratory,IBM,Blue Gene/P Solution,United Kingdom,2007,4096,11710.0,13926.4,466943,0,31.5,Power,PowerPC 450,850,IBM BlueGene,BlueGene/P,CNK/SLES 9,MPP,Research,Research,Proprietary,Proprietary,Northern Europe,Europe
307,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",United States,2007,1920,11698.5,20482.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
308,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,1920,11698.5,20482.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
309,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet",United States,2008,1784,11638.4,20194.9,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
310,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet",United States,2008,1784,11638.4,20194.9,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
311,Financial Services (O),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.5 GHz, GigEthernet",United Kingdom,2008,2048,11597.5,20480.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
312,Financial Services (O),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.5 GHz, GigEthernet",United Kingdom,2008,2048,11597.5,20480.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
313,Retail,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.5 GHz, GigEthernet",New Zealand,2008,2048,11597.5,20480.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
314,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",United States,2007,1888,11528.0,20141.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
316,IT Service Provider (C),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,1624,11349.3,19488.0,0,0,180.9,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
317,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",Germany,2008,1624,11349.3,19488.0,0,0,180.9,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
320,Cerner Corp.,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2 GHz, GigEthernet",United States,2008,2560,11199.6,20480.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
321,Kaiser,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2 GHz, GigEthernet",United States,2008,2560,11199.6,20480.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
322,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United Kingdom,2008,2128,11170.9,19833.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
323,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United Kingdom,2008,2128,11170.9,19833.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
324,IBM Germany,IBM,"BladeCenter QS22 Cluster, PowerXCell 8i 3.2 Ghz, Infiniband",Germany,2008,1512,11110.0,18278.0,273919,94591,22.76,Power,PowerXCell 8i,3200,IBM Cluster,BladeCenter QS22 Cluster,Linux,Cluster,Vendor,Software,Infiniband,Infiniband,Western Europe,Europe
325,Information Agency,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",France,2008,2112,11098.9,19683.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
326,NCAR (National Center for Atmospheric Research),IBM,eServer pSeries p5 575 1.9 GHz,United States,2006,1696,11080.0,12889.6,0,0,0.0,Power,POWER5+,1900,IBM pSeries,pSeries 575,AIX,MPP,Research,Not Specified,SP Switch,Federation,North America,Americas
327,Information Agency,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",France,2008,2096,11026.7,19534.7,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
328,Bechtle Data AG,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",Germany,2007,1792,11011.4,19117.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
329,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United Kingdom,2008,1568,10998.0,18816.0,0,0,174.66,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
330,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,1784,10968.0,19031.7,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
331,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United Kingdom,2008,2080,10954.2,19385.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
332,Information Agency,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",France,2008,2072,10932.0,19335.9,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
334,Semiconductor Company (O),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband",United Kingdom,2007,1392,10857.0,16704.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Infiniband,Infiniband DDR,Northern Europe,Europe
336,IT Service Provider (C),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,1760,10837.6,18775.7,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
337,Financial Institution (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Germany,2007,2048,10808.9,19087.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
338,Financial Institution (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Germany,2007,2048,10808.9,19087.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
341,Financial Institution (S1),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet",Spain,2008,2644,10694.7,19671.4,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
342,US Army Research Laboratory (ARL),Linux Networx,"LNX Cluster, Xeon 3.6 GHz, Myrinet",United States,2005,2048,10650.0,14745.6,608608,105040,0.0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3600,Linux Networx Evolocity,Evolocity II (E2),Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
343,Industry,IBM,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet",United States,2007,2156,10639.6,20119.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333,IBM Cluster,xSeries x3650 Cluster Xeon dual core,Linux,Cluster,Industry,Construction,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
345,Hewlett Packard,Hewlett-Packard,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet",France,2008,4096,10595.3,19660.8,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2400,HP Cluster Platform 4000BL,Cluster Platform 4000 BL465c,Linux,Cluster,Vendor,Benchmarking,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
346,IT Service Provider (C),Hewlett-Packard,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet",United States,2008,4096,10595.3,19660.8,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2400,HP Cluster Platform 4000BL,Cluster Platform 4000 BL465c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
347,IT Service Provider (C),Hewlett-Packard,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet",United States,2008,4096,10595.3,19660.8,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2400,HP Cluster Platform 4000BL,Cluster Platform 4000 BL465c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
348,Financial Institution (S1),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet",Spain,2008,2608,10575.6,19403.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
349,Energy Company (G),Hewlett-Packard,"HP DL140, Xeon 53xx 2.33GHz, GigEthernet",Malaysia,2007,2048,10511.0,19112.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000,Cluster Platform 3000 DL140,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
350,Energy Company (G),Hewlett-Packard,"HP DL140, Xeon 53xx 2.33GHz, GigEthernet",Malaysia,2007,2048,10511.0,19112.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000,Cluster Platform 3000 DL140,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
351,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",United States,2007,1976,10479.2,18416.3,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
352,Logistic Services (C),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Germany,2008,1696,10459.9,18045.4,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
353,Hewlett-Packard,Hewlett-Packard,"Cluster Platform 4000 BL685c, Dual Core Opteron 2.6 GHz, GigE",United States,2008,4096,10436.0,21299.2,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600,HP Cluster Platform 4000BL,Cluster Platform 4000 BL685c,Linux,Cluster,Vendor,Benchmarking,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
354,Financial Institution (S2),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet",Spain,2007,2552,10388.9,18987.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
355,Semiconductor Company (C),IBM,"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",United States,2007,2104,10383.0,22445.5,0,0,196.3,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
356,Semiconductor Company (C),IBM,"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",United States,2007,2104,10383.0,22445.5,0,0,196.3,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
358,Semiconductor Company (O),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United Kingdom,2008,1672,10328.0,17790.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
359,China Meteorological Administration,IBM,eServer pSeries 655 (1.7 GHz Power4+),China,2005,3200,10310.0,21760.0,0,0,0.0,Power,POWER4+,1700,IBM pSeries,pSeries 655+,AIX,MPP,Research,Weather and Climate Research,SP Switch,Federation,Eastern Asia,Asia
360,Naval Oceanographic Office (NAVOCEANO),IBM,eServer pSeries 655 (1.7 GHz Power4+),United States,2004,2944,10310.0,20019.2,0,0,0.0,Power,POWER4+,1700,IBM pSeries,pSeries 655+,AIX,MPP,Research,Not Specified,SP Switch,Federation,North America,Americas
361,NNSA/Sandia National Laboratories,Dell,"PowerEdge 1950, 3 GHz, Voltaire Infiniband",United States,2006,1120,10310.0,13440.0,553658,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,Dell PowerEdge Cluster,PowerEdge 1950,RedHat Enterprise 4,Cluster,Research,Research,Infiniband,Infiniband DDR,North America,Americas
362,Roshydromet,SGI,Altix 4700 1.66 GHz,Russia,2008,1664,10287.0,11049.0,663600,0,0.0,Intel IA-64,Intel IA-64 Itanium2 Montvale,1660,SGI Altix,SGI Altix 4700,SUSE Linux Enterprise Server 10,MPP,Research,Weather and Climate Research,NUMAlink,NUMAlink,Eastern Europe,Europe
363,Logistic Services,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",Germany,2007,1656,10267.0,17666.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
364,Financial Institution (M),Hewlett-Packard,"Cluster Platform 4000 BL685c, Dual Core Opteron 2.6 GHz, GigE",United States,2007,3984,10251.1,20716.8,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600,HP Cluster Platform 4000BL,Cluster Platform 4000 BL685c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
365,Boehringer,Hewlett-Packard,"Cluster Platform 3000 BL260c, Xeon HT 2.83 GHz, Infiniband",Germany,2008,1152,10195.5,13054.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL260c,Linux,Cluster,Industry,Pharmaceutics,Infiniband,Infiniband,Western Europe,Europe
366,Data Processing,IBM,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet",United States,2008,2056,10146.0,19186.0,0,0,194.82,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333,IBM Cluster,xSeries x3650 Cluster Xeon dual core,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
367,Information Processing Service,IBM,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",United States,2008,1752,10112.9,21024.0,0,0,162.94,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
368,Banking,IBM,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet",United States,2007,2048,10106.7,19111.9,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333,IBM Cluster,xSeries x3650 Cluster Xeon dual core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
370,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet",United States,2008,1520,10088.0,17206.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
371,SBC Service Inc,IBM,"xSeries x3550 Cluster Xeon, 1.6 GHz, GigEthernet",United States,2007,2976,10084.7,19046.4,0,0,250.73,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),1600,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
372,IT Service Provider,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet",Russia,2008,2440,10010.1,18153.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Eastern Europe,Europe
373,Financial Institution (M),Hewlett-Packard,"Cluster Platform 3000 BL680c, Xeon 73xx 2.4 Ghz, GigabitEth",United States,2008,1808,9987.0,17356.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon 73xx (Tigerton),2400,HP Cluster Platform 3000BL,Cluster Platform 3000 BL680c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
374,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Germany,2008,1608,9974.3,17109.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
375,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Germany,2008,1608,9974.3,17109.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
376,Argonne National Laboratory - CNM,TeamHPC of M&A Technology,"TeamHPC Xeon 5355 Cluster, Quad Xeon 2.66GHz, Infiniband",United States,2007,1152,9963.0,12290.0,520000,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,TeamHPC Cluster,TeamHPC Cluster,Linux,Cluster,Research,Not Specified,Infiniband,Infiniband DDR,North America,Americas
377,Financial DCCoD (A),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United Kingdom,2008,2016,9949.0,24192.0,0,0,192.25,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
378,Geoscience (U),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",Egypt,2007,2016,9949.0,24192.0,0,0,192.25,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Research,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Northern Africa,Africa
379,Geoscience (H),IBM,"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",India,2007,2016,9948.75,21506.7,0,0,188.09,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-central Asia,Asia
380,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",France,2008,1600,9929.9,17024.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
381,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",France,2008,1600,9929.9,17024.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
