Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
488,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8334,0,51409.2,97647.5,52.65,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
489,,"Cluster Platform 3000 BL460c G6, Xeon E5530 4C 2.40 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,Denmark,2010,Industry,10240,0,51366.0,98304.0,52.25,0,0,,,Cluster,Xeon E5530 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
490,,"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, Infiniband",Banking (M),IBM,United States,2010,Industry,5568,0,51304.05,59377.15,86.4,0,0,182.0,281.89,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
491,,"Cluster Platform 3000 BL460c G6, Xeon X5670 2.93 GHz, Infiniband",Financial Institution,Hewlett-Packard,United States,2011,Industry,5568,0,51235.0,65257.0,78.51,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
492,,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet",Information Service,IBM,France,2011,Industry,9056,0,51230.0,91646.72,55.9,0,0,286.32,178.93,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
493,,"Hitachi SR16000 Model L2/121, Power6 4.7Ghz, Infiniband",Meteorological Research Institute (MRI),Hitachi,Japan,2009,Research,3872,0,51210.0,72793.6,70.35,844800,0,,,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,Hitachi SR16000 Model L2,Hitachi SR16000,Infiniband,Infiniband,Eastern Asia,Asia
494,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Engineering Company,IBM,China,2010,Industry,8960,0,51203.33,90675.2,56.47,0,0,393.0,130.29,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
495,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Telecommunication Company,IBM,China,2011,Industry,9084,0,51188.58,106464.48,48.08,0,0,289.17,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
496,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Telecommunication Company,IBM,China,2011,Industry,9084,0,51188.58,106464.48,48.08,0,0,289.17,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
497,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Telecommunication Company,IBM,China,2011,Industry,9084,0,51188.58,106464.48,48.08,0,0,289.17,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
498,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Telecommunication Company,IBM,China,2011,Industry,9084,0,51188.58,106464.48,48.08,0,0,289.17,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
499,,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",IT Service Provider,Hewlett-Packard,United States,2010,Industry,8096,0,51180.5,97152.0,52.68,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
500,,"HP ProLiant SL390s G7 Xeon 6C X5680 3.3 Ghz, GigE",IT Service Provider,Hewlett-Packard,United States,2011,Industry,7236,0,50941.4,96383.5,52.85,0,0,,,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
